Timestamp,Open,High,Low,Close,Volume,Adjusted
2010-12-06,0.3709999918937683,0.37174999713897705,0.36125001311302185,0.36274999380111694,438424000,0.332672655582428
2010-12-07,0.3712500035762787,0.38324999809265137,0.37049999833106995,0.37450000643730164,1026812000,0.3434484601020813
2010-12-08,0.37400001287460327,0.3817499876022339,0.3712500035762787,0.3777500092983246,613252000,0.3464289605617523
2010-12-09,0.3687500059604645,0.37400001287460327,0.3634999990463257,0.3714999854564667,942408000,0.34069716930389404
2010-12-10,0.3714999854564667,0.37724998593330383,0.37049999833106995,0.3737500011920929,451900000,0.34276053309440613
2010-12-13,0.3752500116825104,0.37599998712539673,0.3632499873638153,0.3642500042915344,609108000,0.33404821157455444
2010-12-14,0.3712500035762787,0.3779999911785126,0.3642500042915344,0.3647499978542328,755160000,0.3345067501068115
2010-12-15,0.36550000309944153,0.3700000047683716,0.35624998807907104,0.3567500114440918,624176000,0.32717016339302063
2010-12-16,0.3605000078678131,0.36250001192092896,0.35624998807907104,0.35725000500679016,631872000,0.3276287615299225
2010-12-17,0.35749998688697815,0.36125001311302185,0.35324999690055847,0.359250009059906,593156000,0.32946282625198364
2010-12-20,0.3605000078678131,0.3622500002384186,0.35749998688697815,0.3577499985694885,344088000,0.32808718085289
2010-12-21,0.36125001311302185,0.37174999713897705,0.3610000014305115,0.37174999713897705,466952000,0.34092646837234497
2010-12-22,0.3709999918937683,0.3762499988079071,0.3675000071525574,0.37575000524520874,477988000,0.34459492564201355
2010-12-23,0.37575000524520874,0.37575000524520874,0.3714999854564667,0.37299999594688416,273784000,0.3420727849006653
2010-12-27,0.3720000088214874,0.3777500092983246,0.36524999141693115,0.375,255500000,0.3439069092273712
2010-12-28,0.375,0.3774999976158142,0.3712500035762787,0.3734999895095825,194260000,0.34253132343292236
2010-12-29,0.37325000762939453,0.3762499988079071,0.3700000047683716,0.3734999895095825,177660000,0.34253132343292236
2010-12-30,0.37299999594688416,0.37700000405311584,0.37174999713897705,0.3747499883174896,174488000,0.34367766976356506
2010-12-31,0.375,0.3855000138282776,0.37450000643730164,0.38499999046325684,391252000,0.3530777394771576
2011-01-03,0.3880000114440918,0.39925000071525574,0.38749998807907104,0.3955000042915344,817448000,0.362707257270813
2011-01-04,0.39625000953674316,0.39800000190734863,0.3855000138282776,0.3942500054836273,651384000,0.3615608513355255
2011-01-05,0.40149998664855957,0.42500001192092896,0.39750000834465027,0.4244999885559082,1428216000,0.3893026113510132
2011-01-06,0.43549999594688416,0.48350000381469727,0.43424999713897705,0.4832499921321869,3493312000,0.44318142533302307
2011-01-07,0.4777500033378601,0.49825000762939453,0.46700000762939453,0.49674999713897705,2579984000,0.45556211471557617
2011-01-10,0.48774999380111694,0.5167499780654907,0.48399999737739563,0.515749990940094,1750348000,0.4729868173599243
2011-01-11,0.5227500200271606,0.5277500152587891,0.49674999713897705,0.5077499747276306,2711088000,0.4656500518321991
2011-01-12,0.5080000162124634,0.5842499732971191,0.5062500238418579,0.5837500095367432,3431896000,0.5353485941886902
2011-01-13,0.5774999856948853,0.5960000157356262,0.559499979019165,0.5847499966621399,2695192000,0.5362654328346252
2011-01-14,0.5747500061988831,0.5995000004768372,0.5712500214576721,0.5897499918937683,1595352000,0.5408508777618408
2011-01-18,0.5817499756813049,0.5857499837875366,0.5617499947547913,0.5759999752044678,1813348000,0.5282412767410278
2011-01-19,0.5762500166893005,0.5899999737739563,0.5590000152587891,0.5602499842643738,1197896000,0.5137969851493835
2011-01-20,0.5547500252723694,0.5640000104904175,0.5447499752044678,0.5607500076293945,1111408000,0.5142555236816406
2011-01-21,0.5667499899864197,0.5747500061988831,0.5544999837875366,0.5554999709129333,739244000,0.5094408392906189
2011-01-24,0.5809999704360962,0.6262500286102295,0.5745000243186951,0.6182500123977661,2056900000,0.5669878125190735
2011-01-25,0.6154999732971191,0.621999979019165,0.5952500104904175,0.5992500185966492,1086856000,0.5495635271072388
2011-01-26,0.6054999828338623,0.625,0.6012499928474426,0.6134999990463257,1074660000,0.5626317262649536
2011-01-27,0.6222500205039978,0.6237499713897705,0.6000000238418579,0.6117500066757202,657396000,0.5610266923904419
2011-01-28,0.6132500171661377,0.6234999895095825,0.5799999833106995,0.593999981880188,1094796000,0.5447486639022827
2011-01-31,0.5950000286102295,0.606249988079071,0.5852500200271606,0.5979999899864197,750160000,0.5484169125556946
2011-02-01,0.6032500267028809,0.6162499785423279,0.5992500185966492,0.6117500066757202,654104000,0.5610266923904419
2011-02-02,0.6082500219345093,0.6542500257492065,0.6082500219345093,0.6395000219345093,1606616000,0.5864760279655457
2011-02-03,0.640500009059906,0.640500009059906,0.6137499809265137,0.6274999976158142,1030776000,0.5754709243774414
2011-02-04,0.6362500190734863,0.6467499732971191,0.6337500214576721,0.6417499780654907,872900000,0.5885392427444458
2011-02-07,0.6330000162124634,0.6357499957084656,0.6127499938011169,0.6150000095367432,934236000,0.5640076398849487
2011-02-08,0.6157500147819519,0.6197500228881836,0.593999981880188,0.596750020980835,1076584000,0.5472707748413086
2011-02-09,0.5989999771118164,0.6050000190734863,0.5715000033378601,0.5822499990463257,1277520000,0.5339728593826294
2011-02-10,0.5692499876022339,0.5802500247955322,0.5649999976158142,0.5705000162124634,1042352000,0.5231969952583313
2011-02-11,0.5684999823570251,0.6052500009536743,0.559249997138977,0.5867499709129333,1359276000,0.5380997061729431
2011-02-14,0.59375,0.612500011920929,0.5755000114440918,0.577750027179718,1287828000,0.5298460125923157
2011-02-15,0.5787500143051147,0.5807499885559082,0.5612499713897705,0.5637500286102295,886980000,0.5170066952705383
2011-02-16,0.5712500214576721,0.5927500128746033,0.5692499876022339,0.5845000147819519,1318364000,0.5360363721847534
2011-02-17,0.5680000185966492,0.6502500176429749,0.5652499794960022,0.6420000195503235,3470096000,0.5887688398361206
2011-02-18,0.6384999752044678,0.6487500071525574,0.6307500004768372,0.640749990940094,1394412000,0.5876224040985107
2011-02-22,0.6197500228881836,0.6215000152587891,0.578249990940094,0.5802500247955322,1396648000,0.5321387052536011
2011-02-23,0.5802500247955322,0.5857499837875366,0.5444999933242798,0.5527499914169312,1491604000,0.506918728351593
2011-02-24,0.5554999709129333,0.5759999752044678,0.5515000224113464,0.5662500262260437,1246120000,0.5192993879318237
2011-02-25,0.5814999938011169,0.5874999761581421,0.5734999775886536,0.578000009059906,775652000,0.530075192451477
2011-02-28,0.5874999761581421,0.5877500176429749,0.5534999966621399,0.5665000081062317,903696000,0.5195289254188538
2011-03-01,0.5674999952316284,0.5747500061988831,0.5412499904632568,0.5412499904632568,988448000,0.49637243151664734
2011-03-02,0.5404999852180481,0.5507500171661377,0.5062500238418579,0.518750011920929,1718140000,0.4757380783557892
2011-03-03,0.5307499766349792,0.5337499976158142,0.5059999823570251,0.5217499732971191,1593704000,0.4784892499446869
2011-03-04,0.5222499966621399,0.5274999737739563,0.5132499933242798,0.5189999938011169,959760000,0.47596704959869385
2011-03-07,0.5227500200271606,0.5245000123977661,0.4987500011920929,0.5117499828338623,1019140000,0.46931833028793335
2011-03-08,0.5172500014305115,0.5199999809265137,0.4779999852180481,0.48875001072883606,1947184000,0.44822534918785095
2011-03-09,0.4872500002384186,0.492000013589859,0.4742499887943268,0.47850000858306885,1318976000,0.4388252794742584
2011-03-10,0.4675000011920929,0.47099998593330383,0.44749999046325684,0.4480000138282776,1722736000,0.41085419058799744
2011-03-11,0.4517500102519989,0.4637500047683716,0.4415000081062317,0.45124998688697815,1486832000,0.41383469104766846
2011-03-14,0.4547500014305115,0.4662500023841858,0.44749999046325684,0.45500001311302185,1003360000,0.4172738194465637
2011-03-15,0.43274998664855957,0.4490000009536743,0.42524999380111694,0.4415000081062317,1256280000,0.40489307045936584
2011-03-16,0.4375,0.45875000953674316,0.4325000047683716,0.43825000524520874,1476520000,0.401912659406662
2011-03-17,0.44999998807907104,0.4507499933242798,0.4300000071525574,0.4465000033378601,1238516000,0.4094786047935486
2011-03-18,0.45350000262260437,0.45500001311302185,0.4399999976158142,0.4404999911785126,886960000,0.40397605299949646
2011-03-21,0.44999998807907104,0.4544999897480011,0.43950000405311584,0.4440000057220459,751832000,0.407185822725296
2011-03-22,0.4427500069141388,0.44699999690055847,0.43424999713897705,0.4362500011920929,718332000,0.4000784456729889
2011-03-23,0.43549999594688416,0.4465000033378601,0.4259999990463257,0.445250004529953,782396000,0.4083321988582611
2011-03-24,0.4547500014305115,0.48625001311302185,0.45375001430511475,0.4807499945163727,1780592000,0.4408887028694153
2011-03-25,0.48500001430511475,0.48625001311302185,0.4650000035762787,0.4657500088214874,1196392000,0.42713236808776855
2011-03-28,0.476749986410141,0.4909999966621399,0.4724999964237213,0.4830000102519989,1204284000,0.4429520070552826
2011-03-29,0.4830000102519989,0.48475000262260437,0.4727500081062317,0.4792500138282776,715764000,0.4395131468772888
2011-03-30,0.4830000102519989,0.48500001430511475,0.45524999499320984,0.4612500071525574,1176320000,0.423005610704422
2011-03-31,0.4620000123977661,0.46700000762939453,0.453000009059906,0.46149998903274536,655112000,0.42323482036590576
2011-04-01,0.4675000011920929,0.46799999475479126,0.44874998927116394,0.45500001311302185,850072000,0.4172738194465637
2011-04-04,0.45500001311302185,0.45625001192092896,0.43549999594688416,0.4387499988079071,924328000,0.4023711681365967
2011-04-05,0.445250004529953,0.44874998927116394,0.43849998712539673,0.43950000405311584,821076000,0.40305888652801514
2011-04-06,0.4427500069141388,0.44325000047683716,0.43274998664855957,0.43650001287460327,856984000,0.4003077447414398
2011-04-07,0.4375,0.45524999499320984,0.43575000762939453,0.45249998569488525,1021208000,0.4149809777736664
2011-04-08,0.4560000002384186,0.4560000002384186,0.4375,0.4387499988079071,746552000,0.4023711681365967
2011-04-11,0.4404999911785126,0.4427500069141388,0.4282500147819519,0.43299999833106995,546208000,0.3970978558063507
2011-04-12,0.42875000834465027,0.4372499883174896,0.4207499921321869,0.43424999713897705,840756000,0.398244172334671
2011-04-13,0.4387499988079071,0.4467499852180481,0.4332500100135803,0.4440000057220459,749588000,0.407185822725296
2011-04-14,0.4399999976158142,0.46299999952316284,0.4375,0.46274998784065247,1254704000,0.4243811070919037
2011-04-15,0.45925000309944153,0.47350001335144043,0.4569999873638153,0.46775001287460327,969720000,0.42896682024002075
2011-04-18,0.4567500054836273,0.4597499966621399,0.4449999928474426,0.45225000381469727,743584000,0.41475191712379456
2011-04-19,0.45249998569488525,0.4542500078678131,0.43825000524520874,0.4505000114440918,659860000,0.41314685344696045
2011-04-20,0.46700000762939453,0.4737499952316284,0.4567500054836273,0.46424999833106995,650516000,0.42575690150260925
2011-04-21,0.46924999356269836,0.4722500145435333,0.4620000123977661,0.46299999952316284,421300000,0.42461052536964417
2011-04-25,0.4650000035762787,0.4779999852180481,0.4647499918937683,0.4702500104904175,619612000,0.4312593638896942
2011-04-26,0.4742499887943268,0.4872500002384186,0.46950000524520874,0.48249998688697815,676000000,0.44249358773231506
2011-04-27,0.48500001430511475,0.48500001430511475,0.4724999964237213,0.48249998688697815,450004000,0.44249358773231506
2011-04-28,0.48249998688697815,0.4975000023841858,0.47699999809265137,0.48774999380111694,684000000,0.44730836153030396
2011-04-29,0.4909999966621399,0.5109999775886536,0.49024999141693115,0.5,836000000,0.45854246616363525
2011-05-02,0.5105000138282776,0.5107499957084656,0.4907500147819519,0.4932500123977661,613824000,0.452352374792099
2011-05-03,0.48750001192092896,0.48899999260902405,0.4637500047683716,0.46974998712539673,808000000,0.43080079555511475
2011-05-04,0.4712499976158142,0.476500004529953,0.45750001072883606,0.4662500023841858,639356000,0.4275909960269928
2011-05-05,0.4625000059604645,0.47200000286102295,0.45625001192092896,0.46650001406669617,544000000,0.4278202950954437
2011-05-06,0.4762499928474426,0.48750001192092896,0.4724999964237213,0.4830000102519989,841080000,0.4429520070552826
2011-05-09,0.484499990940094,0.4962500035762787,0.4832499921321869,0.4937500059604645,706328000,0.45281094312667847
2011-05-10,0.49775001406669617,0.49825000762939453,0.4894999861717224,0.4945000112056732,690976000,0.45349857211112976
2011-05-11,0.4970000088214874,0.5019999742507935,0.49000000953674316,0.49674999713897705,616000000,0.45556211471557617
2011-05-12,0.4950000047683716,0.5130000114440918,0.4937500059604645,0.512499988079071,1224000000,0.47000619769096375
2011-05-13,0.47999998927116394,0.48124998807907104,0.453000009059906,0.45649999380111694,2025192000,0.41864946484565735
2011-05-16,0.45524999499320984,0.45625001192092896,0.44225001335144043,0.4424999952316284,728188000,0.40581014752388
2011-05-17,0.4410000145435333,0.4412499964237213,0.42800000309944153,0.44075000286102295,1420364000,0.4042052924633026
2011-05-18,0.4424999952316284,0.4547500014305115,0.4410000145435333,0.45100000500679016,658844000,0.4136054515838623
2011-05-19,0.4544999897480011,0.4547500014305115,0.4377500116825104,0.44449999928474426,650884000,0.4076443910598755
2011-05-20,0.44350001215934753,0.453249990940094,0.4415000081062317,0.45225000381469727,575820000,0.41475191712379456
2011-05-23,0.44574999809265137,0.45500001311302185,0.4399999976158142,0.4517500102519989,588000000,0.41429319977760315
2011-05-24,0.45399999618530273,0.4717499911785126,0.45274999737739563,0.45350000262260437,720372000,0.4158981144428253
2011-05-25,0.45124998688697815,0.4620000123977661,0.4467499852180481,0.45899999141693115,545312000,0.420942097902298
2011-05-26,0.45899999141693115,0.47450000047683716,0.45774999260902405,0.47049999237060547,706436000,0.43148860335350037
2011-05-27,0.4724999964237213,0.4882499873638153,0.47200000286102295,0.48750001192092896,658824000,0.44707897305488586
2011-05-31,0.4970000088214874,0.5012500286102295,0.48500001430511475,0.5009999871253967,1200716000,0.45945975184440613
2011-06-01,0.4987500011920929,0.49950000643730164,0.47749999165534973,0.47850000858306885,762208000,0.4388252794742584
2011-06-02,0.4792500138282776,0.4827499985694885,0.47049999237060547,0.4762499928474426,607592000,0.43676188588142395
2011-06-03,0.47075000405311584,0.4749999940395355,0.45925000309944153,0.46149998903274536,549300000,0.42323482036590576
2011-06-06,0.460750013589859,0.4650000035762787,0.45124998688697815,0.4517500102519989,435988000,0.41429319977760315
2011-06-07,0.45524999499320984,0.45774999260902405,0.4494999945163727,0.4514999985694885,433956000,0.4140640199184418
2011-06-08,0.4492500126361847,0.4519999921321869,0.43575000762939453,0.43924999237060547,569288000,0.4028295874595642
2011-06-09,0.4390000104904175,0.4399999976158142,0.41850000619888306,0.43424999713897705,741632000,0.398244172334671
2011-06-10,0.4350000023841858,0.4377500116825104,0.4244999885559082,0.42800000309944153,493548000,0.3925125002861023
2011-06-13,0.42800000309944153,0.4334999918937683,0.421999990940094,0.42500001192092896,574760000,0.3897612690925598
2011-06-14,0.42875000834465027,0.43799999356269836,0.4267500042915344,0.4284999966621399,534576000,0.392971009016037
2011-06-15,0.42274999618530273,0.42524999380111694,0.4104999899864197,0.4192500114440918,935916000,0.38448795676231384
2011-06-16,0.4194999933242798,0.4259999990463257,0.3987500071525574,0.4047499895095825,1024908000,0.3711901605129242
